Year,State/Country,Marital Status, Labour Force ('000) 
1996,W.P Labuan,Divorced/permanently separated, 0.4 
1997,W.P Labuan,Divorced/permanently separated, 0.2 
1998,W.P Labuan,Divorced/permanently separated, 1.1 
1999,W.P Labuan,Divorced/permanently separated, 0.4 
2000,W.P Labuan,Divorced/permanently separated, 0.4 
2001,W.P Labuan,Divorced/permanently separated, 0.6 
2002,W.P Labuan,Divorced/permanently separated, 0.7 
2003,W.P Labuan,Divorced/permanently separated, 0.5 
2004,W.P Labuan,Divorced/permanently separated, 0.2 
2005,W.P Labuan,Divorced/permanently separated, 0.2 
2006,W.P Labuan,Divorced/permanently separated, 0.4 
2007,W.P Labuan,Divorced/permanently separated, 0.5 
2008,W.P Labuan,Divorced/permanently separated, 0.4 
2009,W.P Labuan,Divorced/permanently separated, 0.6 
2010,W.P Labuan,Divorced/permanently separated, 0.7 
2011,W.P Labuan,Divorced/permanently separated, 0.6 
2012,W.P Labuan,Divorced/permanently separated, 0.8 
2013,W.P Labuan,Divorced/permanently separated, 0.9 
2014,W.P Labuan,Divorced/permanently separated, 0.5 
2015,W.P Labuan,Divorced/permanently separated, 0.6 
1982,W.P.Putrajaya,Divorced/permanently separated,
1983,W.P.Putrajaya,Divorced/permanently separated,
1984,W.P.Putrajaya,Divorced/permanently separated,
1985,W.P.Putrajaya,Divorced/permanently separated,
1986,W.P.Putrajaya,Divorced/permanently separated,
1987,W.P.Putrajaya,Divorced/permanently separated,
1988,W.P.Putrajaya,Divorced/permanently separated,
1989,W.P.Putrajaya,Divorced/permanently separated,
1990,W.P.Putrajaya,Divorced/permanently separated,
1992,W.P.Putrajaya,Divorced/permanently separated,
1993,W.P.Putrajaya,Divorced/permanently separated,
1995,W.P.Putrajaya,Divorced/permanently separated,
1996,W.P.Putrajaya,Divorced/permanently separated,
1997,W.P.Putrajaya,Divorced/permanently separated,
1998,W.P.Putrajaya,Divorced/permanently separated,
1999,W.P.Putrajaya,Divorced/permanently separated,
2000,W.P.Putrajaya,Divorced/permanently separated,
2001,W.P.Putrajaya,Divorced/permanently separated,
2002,W.P.Putrajaya,Divorced/permanently separated,
2003,W.P.Putrajaya,Divorced/permanently separated,
2004,W.P.Putrajaya,Divorced/permanently separated,
2005,W.P.Putrajaya,Divorced/permanently separated,
2006,W.P.Putrajaya,Divorced/permanently separated,
2007,W.P.Putrajaya,Divorced/permanently separated,
2008,W.P.Putrajaya,Divorced/permanently separated,
2009,W.P.Putrajaya,Divorced/permanently separated,
2010,W.P.Putrajaya,Divorced/permanently separated,
2011,W.P.Putrajaya,Divorced/permanently separated, 0.3 
2012,W.P.Putrajaya,Divorced/permanently separated, 0.5 
2013,W.P.Putrajaya,Divorced/permanently separated, 0.5 
2014,W.P.Putrajaya,Divorced/permanently separated, 0.7 
2015,W.P.Putrajaya,Divorced/permanently separated, 0.4 
